listing_id,seller_id,material_type,quantity_kg,price_per_kg,latitude,longitude,industry,quality_grade,available_monthly,created_at
L2212,C101,Metal_Scrap,1587,29.72,27.152199,77.954637,Steel,A,True,2026-02-02T22:27:27.277032
L2213,C447,Metal_Scrap,1025,37.99,24.229253,84.371318,Textile,B,True,2026-01-31T22:27:27.277070
L2214,C223,Metal_Scrap,4168,18.47,25.18189,85.153297,Steel,C,True,2026-02-25T22:27:27.277110
L2215,C248,Metal_Scrap,661,20.72,24.656961,79.400606,Manufacturing,C,True,2026-02-01T22:27:27.277149
L2216,C392,Metal_Scrap,4110,35.96,29.417224,74.446632,Chemical,B,True,2026-02-01T22:27:27.277188
L2217,C359,Glass,865,8.77,22.986439,83.848285,Steel,A,True,2026-02-25T22:27:27.277227
L2218,C432,Construction_Debris,2226,1.59,17.341644,76.263759,Automotive,C,True,2026-02-27T22:27:27.277266
L2219,C106,Paper,172,7.61,16.538197,80.392167,Manufacturing,C,True,2026-02-26T22:27:27.277308
L2220,C397,Construction_Debris,4325,3.02,24.558365,79.992172,Construction,B,True,2026-02-07T22:27:27.277348
L2221,C183,Paper,4702,2.75,20.926327,81.870413,Energy,B,True,2026-02-17T22:27:27.277389
L2222,C212,Construction_Debris,3785,2.55,22.480429,80.114167,Pharmaceutical,C,True,2026-02-23T22:27:27.277428
L2223,C409,Plastic,4756,5.34,21.927162,78.902656,Pharmaceutical,C,True,2026-01-30T22:27:27.277467
L2224,C033,Organic,2208,0.11,29.288564,75.263623,Automotive,B,True,2026-02-07T22:27:27.277506
L2225,C083,Metal_Scrap,3465,28.57,15.16531,79.539166,Pharmaceutical,A,True,2026-02-08T22:27:27.277545
L2226,C005,Metal_Scrap,4935,37.69,15.160936,81.415419,Automotive,C,True,2026-02-03T22:27:27.277588
L2227,C185,Metal_Scrap,1951,22.29,30.028793,77.335616,Manufacturing,A,False,2026-02-04T22:27:27.277631
L2228,C120,Organic,3434,2.13,27.460571,75.317174,Manufacturing,B,True,2026-02-15T22:27:27.277673
L2229,C072,Paper,1669,6.87,28.811566,78.080031,Food_Processing,C,True,2026-02-10T22:27:27.277717
L2230,C169,Plastic,733,8.81,24.146267,80.221811,Food_Processing,C,True,2026-02-08T22:27:27.277755
L2231,C169,Glass,461,7.7,17.434357,78.40254,Steel,A,True,2026-02-25T22:27:27.277794
L2232,C373,Wood,1628,3.38,29.108242,74.883169,Food_Processing,A,True,2026-02-25T22:27:27.277833
L2233,C075,Construction_Debris,4364,2.49,24.441791,76.267425,Food_Processing,B,True,2026-02-09T22:27:27.277872
L2234,C152,Construction_Debris,244,2.64,23.430448,77.568507,Pharmaceutical,C,False,2026-01-30T22:27:27.277911
L2235,C223,Metal_Scrap,4209,22.66,22.876531,86.20526,Electronics,A,True,2026-02-26T22:27:27.277950
L2236,C085,Metal_Scrap,3464,19.52,22.30587,77.014757,Electronics,A,True,2026-02-27T22:27:27.277990
L2237,C221,Construction_Debris,149,1.6,12.266861,76.652933,Energy,C,True,2026-01-29T22:27:27.278029
L2238,C311,Plastic,3575,11.21,31.991856,74.771395,Pharmaceutical,B,True,2026-02-19T22:27:27.278068
L2239,C291,Metal_Scrap,3225,33.83,10.194388,78.193657,Pharmaceutical,B,True,2026-02-13T22:27:27.278107
L2240,C214,Paper,1213,2.73,16.172146,76.600933,Construction,B,False,2026-02-07T22:27:27.278146
L2241,C434,Metal_Scrap,2502,33.35,23.433313,88.835137,Chemical,C,False,2026-02-03T22:27:27.278190
L2242,C288,Organic,3704,1.57,28.201854,78.565899,Automotive,A,True,2026-01-30T22:27:27.278232
L2243,C207,Construction_Debris,4874,3.66,14.502676,80.075454,Food_Processing,C,False,2026-02-14T22:27:27.278289
L2244,C467,Plastic,3906,14.38,27.216884,76.768127,Pharmaceutical,B,True,2026-02-19T22:27:27.278337
L2245,C010,Metal_Scrap,4117,36.06,14.801483,81.068936,Food_Processing,C,True,2026-02-08T22:27:27.278376
L2246,C464,Organic,1731,1.96,31.989414,77.787342,Food_Processing,B,True,2026-02-14T22:27:27.278422
L2247,C078,Plastic,3082,10.45,23.397237,77.877753,Food_Processing,B,True,2026-02-24T22:27:27.278467
L2248,C082,Paper,2880,6.93,23.596834,79.826618,Chemical,C,True,2026-02-19T22:27:27.278507
L2249,C424,Paper,3616,7.69,31.854657,77.262739,Electronics,B,True,2026-02-14T22:27:27.278546
L2250,C295,Metal_Scrap,2093,23.29,23.126899,87.509535,Energy,A,True,2026-02-09T22:27:27.278585
L2251,C374,E_Waste,4149,63.52,25.20237,85.520272,Construction,A,True,2026-02-03T22:27:27.278624
L2252,C050,Plastic,3549,17.38,16.147351,81.601087,Manufacturing,A,True,2026-02-18T22:27:27.278663
L2253,C358,Organic,3458,0.82,15.95846,77.844152,Construction,A,True,2026-02-18T22:27:27.278702
L2254,C121,Metal_Scrap,2760,22.54,20.642707,86.631863,Steel,B,True,2026-02-25T22:27:27.278740
L2255,C474,Metal_Scrap,2501,22.93,17.507092,77.697344,Steel,A,True,2026-02-08T22:27:27.278779
L2256,C205,Organic,2599,0.92,28.05596,79.000911,Food_Processing,A,False,2026-02-15T22:27:27.278818
L2257,C118,Metal_Scrap,148,31.24,28.618217,74.833638,Pharmaceutical,B,False,2026-02-16T22:27:27.278857
L2258,C023,E_Waste,2501,34.11,20.479082,78.05008,Chemical,C,True,2026-02-23T22:27:27.278896
L2259,C256,Metal_Scrap,3052,31.79,23.26064,78.770419,Manufacturing,C,True,2026-01-31T22:27:27.278934
L2260,C351,Metal_Scrap,4621,23.38,23.510712,81.472945,Energy,C,True,2026-02-19T22:27:27.278973
L2261,C032,Textile,4847,4.12,20.611737,79.49159,Manufacturing,A,False,2026-02-10T22:27:27.279012
L2262,C151,Wood,3782,3.76,23.990989,89.397335,Textile,C,True,2026-02-13T22:27:27.279051
L2263,C329,Metal_Scrap,3273,25.19,20.616324,80.368412,Pharmaceutical,C,True,2026-01-30T22:27:27.279089
L2264,C306,Metal_Scrap,4830,21.03,17.556728,79.867284,Construction,A,True,2026-02-02T22:27:27.279128
L2265,C435,Paper,649,3.87,20.740744,75.190501,Energy,C,True,2026-02-17T22:27:27.279167
L2266,C147,Textile,4279,5.51,20.686336,77.745502,Food_Processing,C,True,2026-02-01T22:27:27.279206
L2267,C244,Organic,368,0.41,24.657819,81.808309,Construction,A,True,2026-02-21T22:27:27.279244
L2268,C086,Plastic,3019,6.36,21.360249,78.417938,Steel,A,True,2026-02-04T22:27:27.279285
L2269,C455,Construction_Debris,4440,3.61,24.700023,83.4149,Steel,B,False,2026-02-02T22:27:27.279328
L2270,C101,Plastic,2416,18.78,29.045297,76.725469,Construction,B,True,2026-02-11T22:27:27.279371
L2271,C350,Paper,1712,6.94,24.575491,85.546944,Pharmaceutical,C,True,2026-02-10T22:27:27.279413
L2272,C420,Organic,4563,0.5,21.905008,80.3864,Food_Processing,B,False,2026-02-21T22:27:27.279454
L2273,C431,Paper,2748,5.61,24.44165,80.853017,Chemical,B,True,2026-02-17T22:27:27.279493
L2274,C023,Construction_Debris,3966,1.57,25.704405,88.26851,Electronics,B,True,2026-01-31T22:27:27.279535
L2275,C239,Metal_Scrap,1432,22.1,31.900239,77.721196,Electronics,B,False,2026-02-22T22:27:27.279574
L2276,C049,Metal_Scrap,1646,39.88,24.676282,80.026643,Textile,A,True,2026-01-29T22:27:27.279613
L2277,C134,Organic,4222,2.97,23.520532,79.805935,Chemical,B,True,2026-02-14T22:27:27.279652
L2278,C060,Metal_Scrap,1167,39.04,24.599391,77.979976,Pharmaceutical,A,True,2026-02-27T22:27:27.279690
L2279,C022,Metal_Scrap,1849,21.63,29.842822,75.525029,Pharmaceutical,C,True,2026-02-26T22:27:27.279729
L2280,C100,Organic,1952,2.93,22.190987,77.541585,Energy,C,False,2026-02-10T22:27:27.279767
L2281,C007,Metal_Scrap,3637,22.6,23.160621,85.050049,Construction,A,True,2026-02-04T22:27:27.279806
L2282,C018,Organic,822,2.64,16.296226,78.870941,Manufacturing,A,True,2026-02-19T22:27:27.279845
L2283,C142,Construction_Debris,4234,4.75,14.889123,81.172734,Food_Processing,A,True,2026-02-19T22:27:27.279884
L2284,C103,Organic,3631,2.74,13.573245,80.052015,Textile,C,True,2026-02-15T22:27:27.279923
L2285,C125,E_Waste,357,69.75,21.101238,76.624133,Construction,A,True,2026-02-24T22:27:27.279961
L2286,C367,Metal_Scrap,3640,32.44,26.969107,84.940116,Electronics,A,True,2026-02-14T22:27:27.280000
L2287,C281,Construction_Debris,2738,3.31,27.822714,76.941163,Food_Processing,B,False,2026-02-10T22:27:27.280038
L2288,C280,Organic,1028,0.82,24.263979,75.30285,Steel,A,False,2026-02-18T22:27:27.280077
L2289,C245,Organic,3910,1.8,21.377554,76.275338,Steel,C,True,2026-02-14T22:27:27.280116
L2290,C107,Plastic,1915,5.73,27.606411,75.384914,Food_Processing,A,True,2026-02-07T22:27:27.280155
L2291,C238,E_Waste,1800,45.53,16.848038,77.436182,Automotive,A,True,2026-02-14T22:27:27.280193
L2292,C266,E_Waste,1132,25.24,10.322746,81.89976,Manufacturing,C,False,2026-02-01T22:27:27.280232
L2293,C429,Wood,4918,2.67,17.23483,79.124806,Construction,B,True,2026-02-26T22:27:27.280293
L2294,C105,Glass,3168,9.48,24.578124,76.742645,Manufacturing,B,True,2026-02-16T22:27:27.280343
L2295,C082,Wood,3008,5.28,12.54339,81.544632,Food_Processing,B,False,2026-02-05T22:27:27.280389
L2296,C168,Organic,2103,1.8,16.357814,79.29643,Pharmaceutical,B,True,2026-02-18T22:27:27.280428
L2297,C442,Construction_Debris,4894,1.43,27.08579,75.251982,Chemical,C,True,2026-02-23T22:27:27.280468
L2298,C249,Metal_Scrap,4298,28.94,26.246661,82.483531,Construction,B,False,2026-02-20T22:27:27.280507
L2299,C237,Metal_Scrap,2667,36.68,21.128587,80.722618,Electronics,C,False,2026-01-29T22:27:27.280546
L2300,C341,Plastic,4950,16.77,31.580526,79.312391,Construction,A,False,2026-02-26T22:27:27.280585
L2301,C395,Glass,4321,9.11,12.286521,77.272973,Electronics,B,True,2026-02-12T22:27:27.280624
L2302,C204,Metal_Scrap,3155,37.92,22.994224,79.182001,Pharmaceutical,B,True,2026-02-07T22:27:27.280663
L2303,C356,Metal_Scrap,1759,26.34,23.53127,82.406006,Pharmaceutical,A,True,2026-01-29T22:27:27.280702
L2304,C445,Paper,1762,3.19,17.067601,80.802577,Textile,C,False,2026-01-31T22:27:27.280741
L2305,C042,Textile,3319,9.02,22.185912,80.025677,Steel,C,False,2026-02-19T22:27:27.280780
L2306,C352,Metal_Scrap,498,24.79,21.582614,79.007952,Electronics,B,False,2026-02-12T22:27:27.280820
L2307,C219,Textile,2747,8.44,21.156875,75.011962,Chemical,B,False,2026-02-03T22:27:27.280859
L2308,C122,Textile,1420,10.78,22.29886,88.794418,Automotive,B,True,2026-01-30T22:27:27.280898
L2309,C023,Metal_Scrap,4175,38.55,24.805829,81.447439,Construction,A,False,2026-02-14T22:27:27.280936
L2310,C038,Organic,660,0.52,31.628972,78.559891,Pharmaceutical,A,True,2026-02-03T22:27:27.280975
L2311,C160,Organic,266,2.05,15.395163,81.798158,Construction,C,True,2026-02-15T22:27:27.281014
L2312,C089,E_Waste,4672,46.94,28.053752,75.967347,Energy,C,True,2026-02-08T22:27:27.281053
L2313,C418,E_Waste,2770,31.81,16.84287,80.635392,Automotive,B,True,2026-02-23T22:27:27.281091
L2314,C073,Paper,2031,4.63,24.774798,81.458983,Construction,B,True,2026-02-15T22:27:27.281130
L2315,C433,Metal_Scrap,744,34.07,23.476839,81.998241,Electronics,C,False,2026-02-27T22:27:27.281169
L2316,C335,Paper,1635,3.14,20.586225,75.31208,Automotive,B,False,2026-01-30T22:27:27.281208
L2317,C459,Plastic,332,18.43,13.287549,80.837206,Automotive,A,False,2026-02-10T22:27:27.281247
L2318,C255,Construction_Debris,1236,4.82,28.369317,78.650526,Steel,C,True,2026-02-27T22:27:27.281288
L2319,C463,Paper,4291,5.65,10.252646,79.715348,Chemical,A,False,2026-02-27T22:27:27.281331
L2320,C302,Metal_Scrap,1244,39.88,23.101926,81.803782,Construction,C,False,2026-01-30T22:27:27.281374
L2321,C100,Organic,1539,2.14,20.51104,75.417824,Manufacturing,C,False,2026-02-24T22:27:27.281417
L2322,C182,Construction_Debris,3841,1.25,31.382761,79.444318,Manufacturing,A,True,2026-02-15T22:27:27.281456
L2323,C421,Organic,2707,0.05,20.381202,78.21554,Electronics,A,True,2026-02-09T22:27:27.281495
L2324,C333,Metal_Scrap,321,39.44,21.608177,81.767331,Energy,A,True,2026-02-24T22:27:27.281534
L2325,C283,Paper,1051,5.99,17.150252,80.624076,Electronics,B,True,2026-02-27T22:27:27.281575
L2326,C491,Glass,3189,7.89,15.203826,78.517045,Chemical,C,False,2026-02-13T22:27:27.281614
L2327,C229,Paper,879,4.51,21.792741,78.690541,Automotive,A,True,2026-02-08T22:27:27.281652
L2328,C479,Construction_Debris,2970,1.11,22.380958,75.201423,Food_Processing,A,True,2026-02-13T22:27:27.281691
L2329,C095,Metal_Scrap,3308,18.58,21.746705,88.21809,Pharmaceutical,C,True,2026-02-15T22:27:27.281729
L2330,C127,Plastic,1963,16.58,23.098352,77.680655,Textile,A,True,2026-02-27T22:27:27.281768
L2331,C385,Textile,297,4.45,31.422757,75.722741,Electronics,C,True,2026-01-30T22:27:27.281806
L2332,C072,Metal_Scrap,4736,33.95,30.448518,77.777654,Automotive,C,True,2026-02-01T22:27:27.281845
L2333,C011,Textile,1921,5.43,12.537613,81.233984,Automotive,A,True,2026-02-03T22:27:27.281884
L2334,C266,Paper,4351,3.19,31.556029,74.666034,Construction,C,False,2026-02-16T22:27:27.281923
L2335,C084,Metal_Scrap,4153,20.74,24.570907,76.27605,Electronics,C,False,2026-02-02T22:27:27.281962
L2336,C312,Metal_Scrap,3778,38.38,22.685821,78.5591,Energy,C,True,2026-02-13T22:27:27.282001
L2337,C453,Paper,1579,5.93,24.70833,84.003136,Food_Processing,C,False,2026-02-14T22:27:27.282039
L2338,C144,Plastic,4619,11.61,31.889331,75.599872,Energy,A,True,2026-02-13T22:27:27.282078
L2339,C223,Metal_Scrap,4621,28.86,24.63755,79.524898,Construction,C,True,2026-02-03T22:27:27.282117
L2340,C227,Organic,436,0.56,21.935702,81.363708,Pharmaceutical,B,True,2026-02-20T22:27:27.282155
L2341,C281,Plastic,3118,6.52,25.994794,85.679955,Energy,B,True,2026-02-11T22:27:27.282194
L2342,C324,Construction_Debris,3240,2.5,30.458819,79.623596,Automotive,A,False,2026-02-23T22:27:27.282233
L2343,C224,Textile,2833,9.89,22.635982,89.323462,Construction,B,True,2026-02-15T22:27:27.282272
L2344,C091,Organic,752,2.06,27.391774,78.062254,Food_Processing,B,True,2026-02-08T22:27:27.282323
L2345,C460,Metal_Scrap,2376,33.1,23.146919,82.835817,Energy,C,True,2026-02-03T22:27:27.282363
L2346,C222,Wood,4667,4.85,21.116693,75.627921,Manufacturing,A,False,2026-02-20T22:27:27.282403
L2347,C378,E_Waste,3069,41.53,20.411101,79.173441,Electronics,C,False,2026-02-14T22:27:27.282442
L2348,C135,Metal_Scrap,4466,28.09,23.411501,78.468147,Electronics,C,True,2026-01-30T22:27:27.282481
L2349,C182,Plastic,473,12.11,23.658312,76.183578,Electronics,B,False,2026-02-12T22:27:27.282519
L2350,C259,Organic,1228,2.84,25.525536,82.953219,Textile,A,True,2026-02-05T22:27:27.282558
L2351,C062,Textile,4018,9.93,27.350583,74.63251,Construction,A,True,2026-02-10T22:27:27.282597
L2352,C424,Plastic,2561,12.09,22.588974,87.168905,Manufacturing,C,True,2026-01-30T22:27:27.282636
L2353,C217,Paper,108,6.35,21.737034,79.157349,Chemical,A,True,2026-02-01T22:27:27.282675
L2354,C447,Organic,4423,1.02,29.369098,75.634375,Electronics,C,True,2026-02-14T22:27:27.282714
L2355,C015,Organic,3943,1.45,20.433699,78.59364,Pharmaceutical,C,False,2026-02-25T22:27:27.282753
L2356,C420,Organic,3222,2.79,30.841517,79.702075,Energy,A,True,2026-02-16T22:27:27.282791
L2357,C456,Construction_Debris,2116,4.18,10.553777,79.467226,Textile,B,True,2026-02-20T22:27:27.282830
L2358,C184,Construction_Debris,682,2.41,24.860338,88.063381,Steel,A,True,2026-02-16T22:27:27.282870
L2359,C453,Paper,3890,2.16,21.952424,81.096612,Food_Processing,B,False,2026-02-07T22:27:27.282913
L2360,C113,Glass,2957,4.98,20.607133,81.177314,Manufacturing,A,True,2026-02-05T22:27:27.282955
L2361,C053,Metal_Scrap,4215,34.01,21.447365,75.099643,Food_Processing,C,True,2026-02-14T22:27:27.282998
L2362,C090,Metal_Scrap,1579,24.93,27.382779,77.204582,Electronics,C,True,2026-02-21T22:27:27.283042
L2363,C367,Organic,212,0.61,17.327594,81.192666,Food_Processing,C,True,2026-02-13T22:27:27.283081
L2364,C065,Paper,4167,7.33,21.229987,76.188077,Electronics,B,True,2026-02-08T22:27:27.283120
L2365,C114,Paper,2454,6.73,21.892614,77.251983,Pharmaceutical,B,False,2026-02-02T22:27:27.283163
L2366,C280,Organic,2237,2.3,30.862447,79.052223,Chemical,A,False,2026-02-01T22:27:27.283207
L2367,C467,Plastic,3316,5.81,23.594475,75.805396,Chemical,B,False,2026-02-03T22:27:27.283245
L2368,C185,Metal_Scrap,3346,29.84,28.676119,78.814118,Steel,B,True,2026-02-26T22:27:27.283284
L2369,C431,Metal_Scrap,2751,23.35,22.569471,87.094781,Textile,B,True,2026-02-25T22:27:27.283323
L2370,C146,Metal_Scrap,4753,18.4,23.951168,75.053007,Construction,C,True,2026-02-16T22:27:27.283362
L2371,C378,Glass,901,8.97,21.61875,77.357719,Energy,B,True,2026-02-06T22:27:27.283401
L2372,C116,Organic,840,1.99,20.013198,75.66047,Energy,B,False,2026-02-13T22:27:27.283441
L2373,C130,Organic,4972,1.96,23.402822,77.400201,Steel,B,True,2026-02-13T22:27:27.283481
L2374,C019,Metal_Scrap,1275,16.63,16.429171,76.169111,Manufacturing,C,False,2026-02-16T22:27:27.283521
L2375,C021,E_Waste,1638,24.24,15.837223,78.181904,Energy,A,True,2026-02-14T22:27:27.283559
L2376,C187,Metal_Scrap,2064,21.0,20.620591,77.555733,Construction,C,True,2026-02-05T22:27:27.283599
L2377,C304,Metal_Scrap,1747,33.14,15.457445,81.874715,Electronics,B,True,2026-01-31T22:27:27.283639
L2378,C136,Construction_Debris,3876,4.23,20.376901,75.713168,Automotive,A,True,2026-01-29T22:27:27.283678
L2379,C055,Paper,4119,4.14,23.78115,75.875594,Automotive,A,True,2026-02-02T22:27:27.283717
L2380,C104,Plastic,2830,6.37,23.022954,76.20719,Chemical,C,True,2026-02-09T22:27:27.283756
L2381,C040,Textile,2773,7.14,27.086445,79.431707,Electronics,C,True,2026-02-17T22:27:27.283795
L2382,C230,Wood,4578,5.89,30.80126,76.514013,Automotive,A,True,2026-02-03T22:27:27.283834
L2383,C216,Construction_Debris,4231,1.25,21.228379,75.189978,Pharmaceutical,A,True,2026-02-11T22:27:27.283873
L2384,C309,Organic,4133,2.56,20.589388,80.151076,Steel,C,False,2026-01-30T22:27:27.283911
L2385,C363,E_Waste,359,60.18,17.096696,77.939854,Food_Processing,C,True,2026-02-21T22:27:27.283950
L2386,C257,Organic,67,1.84,23.699219,80.367858,Automotive,A,True,2026-02-21T22:27:27.283991
L2387,C375,E_Waste,2168,34.4,16.660912,77.389357,Electronics,B,True,2026-02-11T22:27:27.284034
L2388,C085,Metal_Scrap,3055,39.43,10.700805,77.86203,Food_Processing,C,False,2026-02-23T22:27:27.284076
L2389,C392,Organic,4327,1.45,24.206862,75.116694,Chemical,C,True,2026-02-08T22:27:27.284119
L2390,C419,Wood,144,3.55,31.113244,76.481896,Textile,C,False,2026-02-05T22:27:27.284162
L2391,C103,Wood,4477,4.76,21.768035,75.186809,Energy,C,True,2026-02-23T22:27:27.284374
L2392,C260,Wood,217,2.97,14.378277,81.040822,Textile,A,True,2026-02-13T22:27:27.284435
L2393,C059,Plastic,968,6.02,10.927865,78.447389,Food_Processing,B,True,2026-01-30T22:27:27.284481
L2394,C389,Organic,1494,1.05,23.988694,81.811113,Textile,C,True,2026-02-19T22:27:27.284526
L2395,C126,Paper,1799,4.03,24.574626,82.640461,Manufacturing,B,True,2026-02-22T22:27:27.284570
L2396,C458,Wood,2319,2.12,22.643404,78.86514,Food_Processing,B,True,2026-02-07T22:27:27.284613
L2397,C245,E_Waste,2090,54.15,20.486645,80.620442,Pharmaceutical,B,True,2026-02-26T22:27:27.284656
L2398,C098,Metal_Scrap,3956,25.81,22.95173,77.592167,Food_Processing,C,False,2026-01-29T22:27:27.284699
L2399,C242,Organic,2265,0.1,20.990066,79.143291,Automotive,B,False,2026-02-18T22:27:27.284742
L2400,C209,Construction_Debris,3859,2.41,30.505801,76.273686,Steel,A,True,2026-02-08T22:27:27.284786
L2401,C433,Organic,4215,0.24,31.561574,79.300895,Construction,C,True,2026-02-18T22:27:27.284829
L2402,C207,Metal_Scrap,3899,15.28,23.427459,77.502019,Textile,C,False,2026-02-05T22:27:27.284872
L2403,C357,E_Waste,1766,71.06,29.848967,74.467183,Electronics,B,True,2026-02-27T22:27:27.284916
L2404,C150,Glass,1990,3.26,21.169505,75.928601,Textile,C,True,2026-02-24T22:27:27.284959
L2405,C347,Metal_Scrap,2945,15.68,20.203142,76.823644,Construction,C,False,2026-01-29T22:27:27.285003
L2406,C409,E_Waste,3053,65.4,28.284418,75.117668,Construction,B,False,2026-02-12T22:27:27.285047
L2407,C431,Metal_Scrap,4960,19.32,25.673214,86.630702,Automotive,C,True,2026-02-04T22:27:27.285091
L2408,C200,Organic,890,2.36,20.162071,86.042113,Energy,A,True,2026-02-15T22:27:27.285134
L2409,C195,Metal_Scrap,414,38.76,20.230972,76.320923,Chemical,B,False,2026-02-02T22:27:27.285177
L2410,C092,Metal_Scrap,2331,25.74,14.109402,80.030773,Energy,A,True,2026-02-06T22:27:27.285220
L2411,C399,Paper,3002,2.17,31.962042,75.279446,Construction,A,True,2026-02-12T22:27:27.285263
L2412,C369,Metal_Scrap,2558,37.56,28.674616,75.537856,Textile,C,False,2026-02-07T22:27:27.285306
L2413,C136,Textile,4050,6.47,30.549398,76.926313,Steel,B,True,2026-02-09T22:27:27.285350
L2414,C458,Textile,1631,4.02,23.597631,81.930699,Energy,C,True,2026-02-15T22:27:27.285393
L2415,C170,Glass,2790,9.65,22.769282,76.278936,Manufacturing,B,True,2026-02-11T22:27:27.285436
L2416,C018,Metal_Scrap,3280,29.21,21.699391,89.733785,Manufacturing,A,False,2026-02-15T22:27:27.285480
L2417,C262,Organic,2763,0.3,17.56813,81.079808,Automotive,B,False,2026-02-09T22:27:27.285523
L2418,C043,Metal_Scrap,3262,19.33,20.055407,79.882768,Construction,A,True,2026-01-29T22:27:27.285567
L2419,C020,Organic,4364,1.76,20.7064,78.549533,Pharmaceutical,B,True,2026-02-11T22:27:27.285611
L2420,C267,Metal_Scrap,3409,19.22,15.109299,81.242649,Steel,B,True,2026-02-20T22:27:27.285654
L2421,C444,Plastic,1081,5.08,25.961477,82.400815,Construction,A,True,2026-02-06T22:27:27.285698
L2422,C283,Construction_Debris,2036,3.64,23.913576,86.810524,Electronics,C,True,2026-02-21T22:27:27.285742
L2423,C431,Plastic,4983,18.79,11.388447,79.331328,Energy,C,False,2026-02-04T22:27:27.285787
L2424,C141,Paper,845,6.8,24.704712,77.282668,Food_Processing,A,False,2026-02-03T22:27:27.285833
L2425,C066,Paper,4229,2.81,20.999377,78.580948,Pharmaceutical,B,True,2026-02-16T22:27:27.285880
L2426,C359,Construction_Debris,3937,2.51,31.724278,78.940326,Manufacturing,B,True,2026-01-30T22:27:27.285924
L2427,C294,Metal_Scrap,981,18.23,31.103052,78.674697,Construction,B,True,2026-02-25T22:27:27.285969
L2428,C043,Plastic,137,7.07,14.168145,78.756111,Steel,A,True,2026-02-18T22:27:27.286015
L2429,C173,Plastic,2452,8.56,28.108704,75.666141,Construction,C,True,2026-02-03T22:27:27.286060
L2430,C327,Plastic,2449,12.04,21.188019,75.739939,Chemical,B,True,2026-02-20T22:27:27.286122
L2431,C363,E_Waste,1460,39.1,21.597575,79.522167,Manufacturing,B,True,2026-01-31T22:27:27.286172
L2432,C316,Plastic,3406,17.63,15.823075,77.139964,Electronics,A,True,2026-02-25T22:27:27.286220
L2433,C126,Wood,2847,5.67,23.730096,88.956451,Electronics,A,True,2026-02-09T22:27:27.286267
L2434,C085,Construction_Debris,3327,3.94,27.978614,75.262171,Chemical,C,True,2026-02-19T22:27:27.286313
L2435,C383,Organic,558,1.05,20.287233,81.803368,Construction,C,True,2026-02-12T22:27:27.286363
L2436,C231,Plastic,4213,12.54,13.683006,77.482652,Electronics,C,True,2026-02-22T22:27:27.286413
L2437,C041,Construction_Debris,2415,2.13,20.538,86.283104,Steel,B,True,2026-02-20T22:27:27.286462
L2438,C107,Metal_Scrap,2358,34.81,29.484871,77.307625,Steel,C,True,2026-02-22T22:27:27.286511
L2439,C043,Metal_Scrap,2425,35.95,22.708222,83.35945,Chemical,C,True,2026-02-12T22:27:27.286557
L2440,C044,Construction_Debris,3510,3.3,28.77182,75.023947,Steel,C,True,2026-02-03T22:27:27.286603
L2441,C225,Metal_Scrap,1845,30.35,21.168519,78.149006,Energy,A,True,2026-01-30T22:27:27.286647
L2442,C094,Paper,1902,6.69,14.218774,79.884119,Construction,B,True,2026-02-13T22:27:27.286692
L2443,C330,Textile,4721,8.54,14.572303,76.381444,Pharmaceutical,B,False,2026-02-02T22:27:27.286739
L2444,C153,Metal_Scrap,1793,35.74,24.608418,77.170141,Construction,C,True,2026-02-03T22:27:27.286784
L2445,C391,E_Waste,1729,50.46,22.144788,79.263852,Chemical,A,False,2026-02-11T22:27:27.286829
L2446,C121,E_Waste,2272,37.94,22.033998,75.734265,Steel,A,True,2026-02-16T22:27:27.286876
L2447,C057,Plastic,51,8.74,16.337092,77.368811,Electronics,B,True,2026-01-30T22:27:27.286921
L2448,C012,E_Waste,1444,73.73,27.138292,75.562425,Electronics,B,True,2026-01-29T22:27:27.286968
L2449,C419,Glass,1536,5.83,27.811964,79.317195,Steel,B,False,2026-02-04T22:27:27.287014
L2450,C033,Metal_Scrap,4877,39.62,21.47833,85.471748,Steel,C,True,2026-02-12T22:27:27.287061
L2451,C192,Plastic,1948,9.76,23.543804,78.004126,Textile,A,True,2026-02-01T22:27:27.287106
L2452,C130,Organic,4841,1.82,21.105599,81.246816,Energy,A,True,2026-02-03T22:27:27.287150
L2453,C028,Plastic,2488,9.06,22.865141,78.576251,Electronics,A,True,2026-02-10T22:27:27.287197
L2454,C287,Metal_Scrap,964,26.85,31.680845,76.654949,Construction,B,True,2026-02-25T22:27:27.287398
L2455,C456,Glass,4934,9.42,24.708162,79.447926,Energy,C,True,2026-02-15T22:27:27.287585
L2456,C451,Construction_Debris,3857,4.03,16.151962,76.290685,Chemical,A,True,2026-02-06T22:27:27.287952
L2457,C458,Paper,1780,2.0,30.333968,76.287272,Pharmaceutical,C,True,2026-02-16T22:27:27.288162
L2458,C244,Metal_Scrap,4900,30.84,21.312407,77.254188,Manufacturing,B,True,2026-02-14T22:27:27.288406
L2459,C400,Textile,2350,9.88,20.718299,80.681839,Energy,A,True,2026-02-06T22:27:27.288495
L2460,C118,Construction_Debris,2144,2.66,21.852397,79.263672,Steel,B,True,2026-02-18T22:27:27.288546
L2461,C119,Metal_Scrap,2457,20.98,21.979135,77.276338,Automotive,B,True,2026-02-11T22:27:27.288591
L2462,C278,Organic,332,2.73,20.65274,81.764541,Food_Processing,A,True,2026-02-05T22:27:27.288636
