company_id,month_index,industry,company_size,employee_total,facility_area_sqm,operating_hours_per_day,operating_days_per_week,number_of_shifts,monthly_electricity_kwh,peak_demand_kw,power_factor,renewable_energy_percent,electricity_provider,diesel_liters_monthly,petrol_liters_monthly,natural_gas_kg_monthly,lpg_kg_monthly,coal_tons_monthly,furnace_oil_liters_monthly,biomass_tons_monthly,water_consumption_kl_monthly,water_recycling_percent,metal_scrap_kg_monthly,plastic_waste_kg_monthly,organic_waste_kg_monthly,paper_waste_kg_monthly,wood_waste_kg_monthly,production_volume_monthly,raw_material_consumption_tons,avg_temperature,scope1_kg,scope2_kg,scope3_kg,total_co2_kg,emission_intensity,suggest_night_shift,suggest_solar_ppa,suggest_power_factor_correction,suggest_led_lighting,suggest_waste_heat_recovery,suggest_biogas_plant,suggest_water_recycling,suggest_switch_to_png,suggest_renewable_procurement,suggest_process_optimization
C322,11,Electronics,Enterprise,10941,314613.9,14,7,3,10153.94,152.31,0.866,0.71,Tata Power,1459.98,195.11,1067.11,315.8,1.0261,208.35,0,5470.5,39.21,1071.5,428.6,214.3,214.3,0,338.1,16.9,28.405243092223657,9781.88,8267.03,3380.53,21429.44,1.96,0,1,1,0,0,1,0,1,0,0
C393,14,Construction,Large,3333,61849.5,24,7,2,18130.68,271.96,0.951,25.66,Tata Power,1755.38,159.95,1283.02,474.78,1.2337,437.56,0,1666.5,20.65,1540.8,616.3,308.2,308.2,0,800.2,40.01,33.413299083023546,11761.06,11052.65,8002.48,30816.2,9.25,0,0,0,0,0,1,0,1,0,0
C341,6,Electronics,Startup,192,6549.6,23,7,1,479.19,7.19,0.859,7.93,Tata Power,61.05,185.89,44.62,194.37,0.0429,79.64,0,96.0,24.12,46.9,18.7,9.4,9.4,0,16.6,0.83,30.890738742396834,409.01,361.77,166.32,937.1,4.88,0,1,1,0,0,0,0,0,0,0
C037,18,Steel,SME,658,27817.6,19,6,2,31654.87,474.82,0.914,5.4,Adani Electricity,5646.67,146.45,4127.21,286.05,3.9685,485.49,0,329.0,33.93,3893.2,1557.3,778.6,778.6,0,1547.6,77.38,20.151104929898473,37832.72,24555.18,15475.6,77863.5,118.33,0,1,1,1,1,1,0,1,1,1
C360,20,Electronics,SME,586,6792.9,16,5,2,1650.71,24.76,0.978,28.65,Adani Electricity,150.75,138.37,110.18,493.88,0.1059,124.01,0,293.0,38.34,151.9,60.8,30.4,30.4,0,106.3,5.31,24.254992109007908,1010.02,965.84,1062.65,3038.52,5.19,0,0,0,0,0,0,0,0,0,0
C189,14,Manufacturing,SME,473,20084.2,16,5,3,13181.4,197.72,0.9,7.49,Adani Electricity,2121.95,160.99,1550.95,319.41,1.4913,207.33,0,236.5,8.29,1665.4,666.1,333.1,333.1,0,909.1,45.45,33.63557213712813,14217.08,9999.48,9090.93,33307.48,70.42,0,1,1,0,0,1,0,1,0,1
C323,17,Electronics,Mid,2580,102047.6,12,5,1,7834.53,117.52,0.937,19.36,BESCOM,902.86,179.62,659.91,360.69,0.6345,365.1,0,1290.0,9.74,803.0,321.2,160.6,160.6,0,483.1,24.15,31.89631889063181,6049.16,5180.7,4830.7,16060.56,6.23,0,0,0,0,0,0,1,1,0,0
C310,9,Pharmaceutical,Large,214,2402.4,19,7,3,12555.4,188.33,0.966,17.91,MSEDCL,1394.56,67.99,1019.29,394.72,0.9801,318.32,0,107.0,36.4,1225.8,490.3,245.2,245.2,0,672.1,33.61,21.29997598864217,9343.54,8451.99,6721.03,24516.56,114.56,0,1,0,0,0,1,0,1,0,1
C369,20,Construction,SME,297,7953.8,12,5,2,6105.42,91.58,0.964,15.14,MSEDCL,759.75,148.22,555.31,135.58,0.5339,115.71,0,148.5,26.77,548.9,219.6,109.8,109.8,0,164.0,8.2,24.798572301679826,5090.31,4248.6,1639.65,10978.57,36.96,0,0,0,0,0,0,0,1,0,0
C312,7,Pharmaceutical,SME,1021,48943.5,23,5,1,4030.57,60.46,0.924,18.09,BESCOM,341.19,155.34,249.38,158.3,0.2398,474.14,0,510.5,40.3,366.2,146.5,73.2,73.2,0,233.1,11.66,24.971538517435718,2285.99,2707.17,2331.19,7324.35,7.17,0,0,0,0,0,0,0,1,0,0
C005,3,Steel,Large,2190,104560.8,23,5,3,46666.47,700.0,0.975,4.53,MSEDCL,4894.56,91.13,3577.47,493.59,3.4399,204.67,0,1095.0,44.7,4623.3,1849.3,924.7,924.7,0,2314.1,115.7,23.449319088366295,32793.52,36532.36,23140.9,92466.78,42.22,0,1,0,1,1,1,0,1,1,0
C093,7,Chemical,Mid,1472,34059.7,11,7,3,38303.78,574.56,0.965,6.77,MSEDCL,4098.88,197.59,2995.91,145.42,2.8807,496.16,0,736.0,5.18,4011.7,1604.7,802.3,802.3,0,2349.0,117.45,26.23177660518631,27462.5,29281.2,23490.2,80233.9,54.51,0,1,0,1,0,1,1,1,1,1
C268,6,Food_Processing,Large,4513,148110.9,17,7,2,8158.23,122.37,0.86,11.88,Adani Electricity,935.97,162.57,684.11,395.48,0.6578,430.2,0,2256.5,32.79,967.1,386.8,193.4,193.4,0,717.7,35.88,22.69362978248938,6271.0,5894.83,7176.64,19342.48,4.29,0,0,1,0,0,0,0,1,0,0
C162,1,Manufacturing,Mid,707,34142.6,24,6,1,20855.36,312.83,0.882,5.7,MSEDCL,2142.7,63.56,1566.12,353.4,1.5059,315.36,0,353.5,9.66,2142.9,857.1,428.6,428.6,0,1237.5,61.87,33.08729772887589,14356.09,16126.74,12374.63,42857.46,60.62,0,1,1,1,0,0,1,1,1,1
C068,18,Energy,SME,982,38899.5,19,6,3,39573.36,593.6,0.905,9.14,BESCOM,3982.64,148.55,2910.95,458.19,2.799,452.87,0,491.0,48.66,3788.8,1515.5,757.8,757.8,0,1960.9,98.05,31.64697896714729,26683.67,29482.62,19609.07,75775.36,77.16,0,1,1,1,1,1,0,1,1,1
C363,19,Construction,Enterprise,688,33705.0,18,7,2,66456.16,996.84,0.94,1.28,MSEDCL,7818.05,172.23,5714.29,163.86,5.4945,21.51,0,344.0,10.99,8069.6,3227.8,1613.9,1613.9,0,5521.3,276.07,27.55898929365502,52380.96,53798.09,55213.12,161392.17,234.58,0,1,0,1,0,1,1,1,1,1
C249,2,Food_Processing,Mid,1105,39994.4,13,7,1,9855.7,147.84,0.965,21.18,Adani Electricity,1121.39,102.85,819.64,283.93,0.7881,248.07,0,552.5,7.99,924.1,369.6,184.8,184.8,0,459.8,22.99,25.487471264003776,7513.34,6370.21,4598.14,18481.69,16.73,0,0,0,0,0,0,0,1,0,0
C145,9,Automotive,Large,3834,163320.5,21,5,3,39582.19,593.73,0.967,21.31,BESCOM,5407.3,100.42,3952.24,490.34,3.8002,278.48,0,1917.0,44.45,4242.9,1697.1,848.6,848.6,0,2308.8,115.44,28.551279642824298,36228.89,25540.21,23088.37,84857.46,22.13,0,0,0,1,0,1,0,1,1,0
C345,11,Electronics,Mid,201,9097.1,11,6,1,5240.66,78.61,0.95,14.38,Tata Power,728.9,89.0,532.76,386.33,0.5123,245.22,0,100.5,30.06,550.9,220.4,110.2,110.2,0,245.6,12.28,31.024655931074417,4883.62,3679.36,2455.79,11018.77,54.82,0,0,0,0,0,0,0,1,0,1
C217,6,Textile,Enterprise,8622,96578.3,18,5,2,38241.95,573.63,0.923,2.35,MSEDCL,6684.24,132.86,4885.57,489.41,4.6977,229.18,0,4311.0,49.33,4757.7,1903.1,951.5,951.5,0,1974.9,98.74,33.22807250042845,44784.42,30620.73,19748.57,95153.72,11.04,0,1,0,1,0,1,0,1,1,0
C002,12,Steel,Large,2802,64186.7,23,6,1,101003.23,1515.05,0.979,29.34,Tata Power,8897.18,87.95,6503.03,378.16,6.2529,37.72,0,1401.0,8.31,7696.4,3078.6,1539.3,1539.3,0,3579.2,178.96,23.252136598797367,59611.1,58524.95,35791.54,153927.59,54.93,1,0,0,1,1,1,1,1,0,1
C056,13,Energy,Mid,2485,110086.1,19,7,3,162030.77,2430.46,0.96,28.13,Adani Electricity,20204.12,141.48,14767.37,300.86,14.1994,359.27,0,1242.5,7.81,15434.8,6173.9,3087.0,3087.0,0,7784.2,389.21,33.80661554725428,135367.6,95485.23,77842.31,308695.14,124.22,1,0,0,1,1,0,1,1,0,1
C360,7,Electronics,SME,632,9564.4,18,7,2,1714.19,25.71,0.956,8.73,BESCOM,200.86,117.55,146.81,265.99,0.1412,206.18,0,316.0,25.08,161.8,64.7,32.4,32.4,0,60.7,3.04,29.284119299240366,1345.78,1282.89,607.43,3236.1,5.12,0,1,0,0,0,0,0,0,0,0
C021,11,Steel,Enterprise,3320,65532.4,9,5,1,240336.91,3605.05,0.853,11.32,MSEDCL,25618.08,123.39,18724.49,214.44,18.0043,361.38,0,1660.0,47.27,22035.8,8814.3,4407.2,4407.2,0,9430.8,471.54,33.7561516920472,171641.12,174766.34,94307.58,440715.04,132.75,0,0,1,1,1,1,0,1,1,1
C184,5,Manufacturing,Mid,2219,35201.1,20,6,2,18415.29,276.23,0.922,25.57,Adani Electricity,2517.11,123.83,1839.78,498.7,1.769,143.27,0,1109.5,36.28,1704.6,681.8,340.9,340.9,0,598.9,29.95,25.806528176445028,16864.65,11238.68,5989.05,34092.38,15.36,0,0,0,0,0,1,0,1,0,0
C353,15,Electronics,Enterprise,11369,136736.7,16,5,1,35335.81,530.04,0.914,21.07,Adani Electricity,2925.01,164.8,2137.91,153.74,2.0557,270.96,0,5684.5,26.03,3167.5,1267.0,633.5,633.5,0,2088.4,104.42,27.726738018826047,19597.54,22869.49,20883.97,63351.0,5.57,0,0,1,1,0,1,0,1,0,0
C023,14,Steel,Enterprise,5542,106569.2,12,5,3,254924.69,3823.87,0.86,2.68,MSEDCL,41912.42,161.86,30634.17,114.06,29.4559,287.54,0,2771.0,39.33,29784.7,11913.9,5956.9,5956.9,0,11144.4,557.22,20.259320671450446,280813.23,203435.61,111444.35,595693.2,107.49,0,1,1,1,1,1,0,1,1,1
C115,3,Chemical,Mid,1528,33207.8,20,7,2,32612.87,489.19,0.92,14.63,Tata Power,5612.86,63.18,4102.49,420.98,3.9447,465.35,0,764.0,6.18,3789.6,1515.8,757.9,757.9,0,1535.5,76.78,26.249604285579807,37606.14,22830.67,15355.03,75791.84,49.6,0,1,0,1,1,1,1,1,1,0
C309,9,Pharmaceutical,Large,607,25897.3,21,6,3,7299.52,109.49,0.852,2.23,Adani Electricity,1228.17,179.31,897.68,419.23,0.8632,474.57,0,303.5,30.62,880.1,352.0,176.0,176.0,0,352.0,17.6,31.532954822588998,8228.75,5852.32,3520.01,17601.09,29.0,0,1,1,1,0,0,0,1,0,0
C011,15,Steel,Startup,357,3734.1,8,6,2,5026.4,75.4,0.865,8.43,Tata Power,536.38,60.57,392.05,174.26,0.377,332.11,0,178.5,44.08,587.9,235.1,117.6,117.6,0,438.9,21.95,32.21188528386743,3593.78,3774.14,4389.43,11757.34,32.93,0,1,1,0,0,0,0,0,0,0
C182,15,Manufacturing,Startup,35,1564.0,12,7,3,4785.35,71.78,0.878,2.14,Tata Power,726.63,81.98,531.1,210.67,0.5107,354.24,0,17.5,48.13,540.3,216.1,108.1,108.1,0,209.7,10.49,34.172534023338265,4868.44,3839.83,2097.39,10805.66,308.73,0,1,1,0,0,0,0,1,0,1
C012,13,Steel,SME,860,38473.3,18,6,2,22679.27,340.19,0.894,17.37,Tata Power,3180.77,144.96,2324.85,287.71,2.2354,221.53,0,430.0,24.71,2448.3,979.3,489.7,489.7,0,1228.7,61.44,32.91567949254968,21311.13,15367.59,12287.05,48965.77,56.94,0,0,1,1,1,1,1,1,0,1
C280,16,Food_Processing,Mid,1044,44378.8,13,5,1,13142.78,197.14,0.894,2.59,Tata Power,1988.07,192.93,1453.1,447.84,1.3972,80.75,0,522.0,37.58,1408.2,563.3,281.6,281.6,0,434.6,21.73,23.062457688987674,13320.04,10497.91,4345.74,28163.7,26.98,0,1,1,0,0,1,0,1,1,0
C193,11,Manufacturing,Enterprise,10632,267668.7,22,5,3,67510.21,1012.65,0.954,19.13,Adani Electricity,6769.12,76.5,4947.61,284.93,4.7573,411.45,0,5316.0,7.69,6180.7,2472.3,1236.1,1236.1,0,3349.1,167.45,28.222796900883594,45353.09,44769.31,33490.97,123613.37,11.63,1,0,1,1,0,1,1,1,0,0
C227,5,Textile,Large,285,5335.7,9,7,3,16241.84,243.63,0.938,26.34,Adani Electricity,1234.49,186.87,902.3,384.54,0.8676,479.22,0,142.5,22.02,1352.1,540.8,270.4,270.4,0,896.1,44.81,33.1854970343135,8271.08,9809.62,8961.3,27042.0,94.88,0,0,0,0,0,1,0,1,0,1
C025,2,Steel,SME,137,5565.8,24,5,2,28157.84,422.37,0.872,17.52,Adani Electricity,2992.3,92.4,2187.1,284.35,2.103,335.65,0,68.5,8.11,2516.3,1006.5,503.3,503.3,0,1123.3,56.16,27.29663580712812,20048.44,19044.67,11232.63,50325.74,367.34,0,0,1,1,1,1,0,1,0,1
C330,20,Electronics,Enterprise,5705,189508.3,22,6,3,16919.65,253.79,0.878,13.8,Adani Electricity,2043.39,65.86,1493.53,225.06,1.4361,451.21,0,2852.5,47.19,1693.4,677.4,338.7,338.7,0,821.9,41.09,29.675093867777015,13690.7,11958.9,8218.9,33868.5,5.94,0,0,1,0,0,1,0,1,1,0
C135,6,Automotive,Enterprise,6004,161205.1,10,6,2,96406.72,1446.1,0.935,11.23,Adani Electricity,12760.86,149.49,9327.03,279.36,8.9683,91.3,0,3002.0,0.38,10089.6,4035.9,2017.9,2017.9,0,4611.9,230.59,24.678311047829272,85497.75,70176.26,46118.89,201792.9,33.61,0,1,0,1,0,1,1,1,1,1
C311,12,Pharmaceutical,SME,408,4310.6,11,7,3,2087.08,31.31,0.963,25.09,Tata Power,227.25,85.04,166.1,497.09,0.1597,269.33,0,204.0,47.95,180.7,72.3,36.1,36.1,0,81.0,4.05,21.29059237897218,1522.59,1281.95,810.12,3614.66,8.86,0,0,0,0,0,1,0,0,0,0
C389,8,Construction,Large,2951,106666.5,10,7,2,13315.34,199.73,0.89,16.77,Tata Power,1930.41,166.31,1410.95,419.58,1.3567,106.8,0,1475.5,13.77,1376.5,550.6,275.3,275.3,0,550.9,27.54,28.986875024613084,12933.73,9087.33,5508.56,27529.63,9.33,0,1,1,0,0,1,1,1,1,0
C245,17,Food_Processing,Startup,469,11911.9,14,6,2,2175.42,32.63,0.957,13.82,BESCOM,272.44,166.07,199.13,117.33,0.1915,418.11,0,234.5,2.92,197.1,78.8,39.4,39.4,0,58.0,2.9,34.513743986071944,1825.33,1537.24,579.56,3942.14,8.41,0,0,0,0,0,0,1,0,0,0
C058,11,Energy,Startup,110,3572.7,18,6,2,17074.99,256.12,0.966,10.09,Adani Electricity,2042.59,50.88,1492.95,114.01,1.4355,331.91,0,55.0,26.16,1590.4,636.2,318.1,318.1,0,553.4,27.67,32.3151688947691,13685.37,12588.89,5533.99,31808.25,289.17,1,0,0,0,0,1,0,1,1,1
C305,10,Pharmaceutical,Mid,1216,59967.6,15,5,1,5413.6,81.2,0.944,16.02,BESCOM,629.18,187.26,459.87,234.92,0.4422,147.67,0,608.0,37.36,503.2,201.3,100.6,100.6,0,212.1,10.6,29.689728402882935,4215.5,3727.94,2120.81,10064.26,8.28,0,0,0,0,0,1,0,1,0,0
C109,6,Chemical,SME,1199,32835.3,23,7,1,12004.51,180.07,0.933,24.42,BESCOM,1343.48,154.81,981.97,251.97,0.9442,205.91,0,599.5,17.58,1101.2,440.5,220.2,220.2,0,558.2,27.91,29.0541964971043,9001.35,7440.04,5581.97,22023.36,18.37,0,0,0,0,1,1,1,0,0,0
C010,15,Steel,Large,2745,49899.8,15,5,3,147814.47,2217.22,0.927,26.67,Adani Electricity,15706.18,81.06,11479.79,128.46,11.0383,34.5,0,1372.5,47.04,11624.7,4649.9,2324.9,2324.9,0,3837.6,191.88,27.60380656942752,105231.38,88885.82,38375.82,232493.02,84.7,0,0,0,1,1,1,0,1,0,1
C320,6,Pharmaceutical,SME,84,3871.8,8,5,3,2626.3,39.39,0.871,27.91,BESCOM,299.47,156.64,218.89,397.27,0.2105,17.01,0,42.0,0.97,256.3,102.5,51.3,51.3,0,156.6,7.83,24.825048902378924,2006.47,1552.41,1566.27,5125.15,61.01,0,0,1,0,0,0,0,0,0,1
C169,15,Manufacturing,SME,1086,47169.0,18,6,3,9631.07,144.47,0.901,10.73,Tata Power,1074.99,173.62,785.72,278.73,0.7555,448.9,0,543.0,6.03,890.2,356.1,178.0,178.0,0,355.2,17.76,24.076594654158775,7202.41,7049.73,3551.72,17803.85,16.39,0,0,1,1,0,0,1,1,0,0
C133,8,Automotive,Startup,312,8299.1,22,5,3,5756.81,86.35,0.926,9.95,MSEDCL,737.24,59.17,538.86,155.75,0.5181,145.34,0,156.0,48.81,538.1,215.2,107.6,107.6,0,157.1,7.85,34.48508225374987,4939.51,4251.05,1570.93,10761.49,34.49,0,1,0,1,1,1,0,1,0,0
C315,15,Pharmaceutical,Large,3877,127040.5,17,5,2,13343.09,200.15,0.862,12.38,MSEDCL,1879.46,114.39,1373.72,127.81,1.3209,6.25,0,1938.5,35.26,1389.8,555.9,278.0,278.0,0,561.7,28.08,21.22318224142984,12592.39,9587.3,5616.53,27796.22,7.17,0,0,1,0,0,1,0,1,0,0
C037,13,Steel,SME,868,39578.4,22,6,1,35155.71,527.34,0.954,28.99,Tata Power,3058.83,93.74,2235.73,151.53,2.1497,427.66,0,434.0,29.37,2918.7,1167.5,583.7,583.7,0,1741.0,87.05,33.3363859737344,20494.19,20469.88,17409.7,58373.77,67.25,0,0,0,1,1,1,0,1,0,1
C180,17,Manufacturing,Startup,365,7408.7,19,6,3,2639.89,39.6,0.869,3.06,BESCOM,413.82,124.85,302.46,131.63,0.2908,172.03,0,182.5,24.86,278.6,111.5,55.7,55.7,0,70.2,3.51,26.703998790600515,2772.57,2098.39,701.63,5572.59,15.27,0,1,1,0,0,0,0,0,0,0
C319,8,Pharmaceutical,SME,357,14069.5,22,5,2,1224.43,18.37,0.865,17.79,MSEDCL,172.78,144.12,126.29,175.82,0.1214,121.06,0,178.5,35.23,135.8,54.3,27.2,27.2,0,73.3,3.67,30.12742935013761,1157.64,825.44,733.21,2716.28,7.61,0,1,1,0,0,0,0,0,1,0
C106,15,Chemical,Startup,291,7196.6,21,6,1,10917.44,163.76,0.975,25.64,Adani Electricity,1208.86,161.48,883.57,421.1,0.8496,271.99,0,145.5,7.48,1054.2,421.7,210.8,210.8,0,632.8,31.64,31.802940856106982,8099.38,6657.31,6328.08,21084.76,72.46,1,0,0,1,0,1,1,1,0,1
C036,18,Steel,Large,1319,62282.0,12,7,1,177505.12,2662.58,0.971,26.73,BESCOM,15686.17,186.69,11465.16,473.25,11.0242,248.79,0,659.5,0.32,14545.6,5818.2,2909.1,2909.1,0,7916.0,395.8,21.646744305056068,105097.32,106653.81,79160.48,290911.6,220.55,0,0,0,1,1,1,1,1,0,1
C280,9,Food_Processing,Mid,1028,47592.2,19,7,1,13273.87,199.11,0.979,24.59,Adani Electricity,1196.92,138.21,874.84,347.57,0.8412,30.21,0,514.0,29.29,1228.5,491.4,245.7,245.7,0,834.3,41.71,22.6960587215519,8019.35,8208.4,8342.68,24570.43,23.9,0,0,0,0,0,1,0,1,1,0
C187,6,Manufacturing,SME,112,1735.7,13,7,2,12751.22,191.27,0.904,21.36,BESCOM,1206.23,117.43,881.65,328.31,0.8477,294.94,0,56.0,4.48,1168.3,467.3,233.7,233.7,0,706.2,35.31,22.61685743775608,8081.76,8222.34,7062.21,23366.31,208.63,0,1,1,0,0,1,0,1,1,1
C110,18,Chemical,Enterprise,11280,399247.1,14,6,2,78115.02,1171.73,0.886,2.05,Tata Power,12449.02,177.92,9099.1,262.26,8.7491,40.45,0,5640.0,32.43,9452.7,3781.1,1890.5,1890.5,0,4290.4,214.52,24.45393578352348,83408.42,62740.99,42904.07,189053.48,16.76,0,1,1,1,1,1,1,0,1,0
C098,20,Chemical,SME,124,3467.9,12,5,1,26987.46,404.81,0.88,24.58,Adani Electricity,1915.45,81.24,1400.02,156.48,1.3462,379.48,0,62.0,16.13,2099.8,839.9,420.0,420.0,0,1247.3,62.37,23.66060800763365,12833.5,16689.7,12473.36,41996.55,338.68,0,0,1,0,0,1,0,1,0,1
C352,3,Electronics,Mid,658,22239.1,24,6,3,5921.64,88.82,0.871,21.11,BESCOM,568.32,136.59,415.39,287.75,0.3994,174.62,0,329.0,17.11,522.1,208.8,104.4,104.4,0,280.4,14.02,34.564100333557704,3807.72,3830.69,2804.01,10442.42,15.87,0,0,1,0,0,0,1,1,0,0
C396,4,Construction,Enterprise,12416,370356.5,24,7,1,48309.49,724.64,0.942,19.94,Adani Electricity,4790.13,130.39,3501.15,369.66,3.3665,131.2,0,6208.0,9.02,4409.0,1763.6,881.8,881.8,0,2437.3,121.87,31.10381671221687,32093.84,31713.09,24373.22,88180.16,7.1,0,0,1,1,1,1,1,1,0,0
C289,15,Pharmaceutical,Large,1826,67888.6,14,7,1,6609.8,99.15,0.885,6.83,MSEDCL,1161.53,143.98,848.97,156.99,0.8163,27.3,0,913.0,19.86,790.9,316.4,158.2,158.2,0,298.5,14.93,25.248386285965115,7782.24,5049.98,2985.36,15817.57,8.66,0,1,1,1,0,0,0,1,1,0
C394,14,Construction,Startup,445,14510.1,22,5,1,3695.88,55.44,0.85,26.68,Tata Power,401.26,174.94,293.29,200.29,0.282,160.91,0,222.5,10.32,289.8,115.9,58.0,58.0,0,88.5,4.42,31.636464891238628,2688.47,2221.9,884.79,5795.17,13.02,0,0,1,0,0,0,1,0,0,0
C352,5,Electronics,Mid,2328,74847.3,15,5,1,5869.89,88.05,0.974,8.66,Adani Electricity,724.06,141.34,529.22,142.88,0.5089,351.41,0,1164.0,20.7,578.7,231.5,115.7,115.7,0,232.7,11.63,21.053355242075416,4851.18,4396.32,2326.84,11574.34,4.97,0,1,0,0,0,0,0,1,0,1
C104,7,Chemical,SME,1002,27057.0,13,7,3,11560.63,173.41,0.916,25.03,MSEDCL,912.7,172.4,667.1,492.49,0.6414,330.08,0,501.0,31.24,977.0,390.8,195.4,195.4,0,631.8,31.59,24.79146303831594,6115.09,7106.5,6318.29,19539.88,19.5,0,0,1,0,0,1,0,0,0,0
C248,2,Food_Processing,SME,1397,20669.0,15,7,2,4619.36,69.29,0.945,26.86,Tata Power,516.04,165.51,377.17,155.83,0.3627,458.28,0,698.5,38.56,347.6,139.0,69.5,69.5,0,72.4,3.62,28.562092963700145,3457.44,2770.31,724.29,6952.03,4.98,0,0,0,0,0,0,0,1,0,0
C206,12,Textile,Mid,1231,16908.5,18,7,1,13359.42,200.39,0.974,3.35,BESCOM,1504.71,78.11,1099.8,224.63,1.0575,140.59,0,615.5,19.26,1616.8,646.7,323.4,323.4,0,1166.7,58.34,27.874142198065616,10081.53,10587.95,11667.14,32336.62,26.27,0,1,0,0,0,1,1,1,1,1
C312,8,Pharmaceutical,SME,1064,35550.3,24,5,1,5056.97,75.85,0.88,29.68,Adani Electricity,498.6,169.96,364.43,482.07,0.3504,350.25,0,532.0,9.79,375.5,150.2,75.1,75.1,0,125.4,6.27,25.747094858737356,3340.62,2916.04,1254.16,7510.81,7.06,0,0,1,0,0,0,1,1,0,0
C290,18,Pharmaceutical,Startup,229,4098.6,20,6,2,1156.98,17.35,0.952,23.03,BESCOM,103.46,159.4,75.62,191.42,0.0727,286.88,0,114.5,18.58,95.0,38.0,19.0,19.0,0,47.7,2.38,28.12369709947662,693.21,730.23,476.92,1900.36,8.3,0,0,0,0,0,0,1,0,0,0
C303,16,Pharmaceutical,SME,405,6420.1,12,7,3,4923.66,73.85,0.954,0.01,BESCOM,716.47,156.3,523.68,469.81,0.5035,63.54,0,202.5,12.02,611.2,244.5,122.2,122.2,0,338.7,16.93,23.52557725296749,4800.37,4036.81,3386.76,12223.94,30.18,0,1,0,0,0,0,1,1,0,0
C148,9,Automotive,Large,755,12650.5,10,6,1,25933.34,389.0,0.927,24.98,Tata Power,2632.48,192.94,1924.1,147.32,1.8501,123.24,0,377.5,43.42,2076.2,830.5,415.2,415.2,0,793.1,39.66,28.764967025877546,17637.63,15954.22,7931.5,41523.34,55.0,0,0,1,1,0,1,1,1,0,1
C046,6,Energy,Startup,363,11630.4,24,6,3,18897.56,283.46,0.945,28.14,BESCOM,1781.4,198.21,1302.04,363.53,1.252,182.7,0,181.5,23.52,1566.7,626.7,313.3,313.3,0,826.4,41.32,23.998251806814302,11935.37,11135.3,8263.67,31334.33,86.32,0,0,0,0,0,1,0,1,0,1
C356,7,Electronics,Startup,428,6623.5,22,6,3,1046.64,15.7,0.87,19.95,BESCOM,110.87,165.03,81.03,167.73,0.0779,412.0,0,214.0,43.46,104.7,41.9,20.9,20.9,0,66.3,3.32,24.668345395831075,742.8,687.02,663.41,2093.22,4.89,0,0,1,0,0,0,0,0,1,0
C135,2,Automotive,Enterprise,10217,367191.6,16,5,3,76524.14,1147.86,0.866,6.61,Adani Electricity,11282.1,181.74,8246.19,415.43,7.929,154.16,0,5108.5,2.47,8371.3,3348.5,1674.3,1674.3,0,3323.4,166.17,20.778021343027607,75590.05,58602.8,33233.58,167426.43,16.39,0,1,1,1,0,1,1,1,1,0
C177,7,Manufacturing,Enterprise,8634,247063.9,22,6,3,58230.99,873.46,0.957,5.09,Adani Electricity,8225.6,92.94,6012.17,242.42,5.7809,357.14,0,4317.0,20.27,6364.1,2545.6,1272.8,1272.8,0,2685.3,134.26,31.39365022011264,55111.52,45317.83,26852.51,127281.86,14.74,1,1,0,1,0,1,0,1,1,0
C121,4,Automotive,Startup,354,10792.0,14,5,1,3918.88,58.78,0.939,10.85,MSEDCL,427.09,83.26,312.16,248.09,0.3002,214.38,0,177.0,16.98,398.0,159.2,79.6,79.6,0,223.4,11.17,26.066776059413908,2861.51,2864.94,2233.57,7960.02,22.49,0,0,0,0,0,0,1,0,0,0
C352,2,Electronics,Mid,380,17038.0,8,7,1,3993.99,59.91,0.889,5.14,MSEDCL,720.35,134.48,526.51,469.14,0.5063,241.69,0,190.0,23.34,504.6,201.8,100.9,100.9,0,215.8,10.79,26.311580478427537,4826.33,3106.66,2158.35,10091.33,26.56,0,1,1,0,0,0,0,1,0,0
C262,18,Food_Processing,Large,4276,134742.6,14,6,1,26424.32,396.36,0.958,26.71,BESCOM,3424.27,91.21,2502.83,154.99,2.4066,14.58,0,2138.0,40.17,2524.1,1009.6,504.8,504.8,0,1166.0,58.3,22.954538273639955,22942.61,15879.4,11660.3,50482.31,11.81,0,0,0,1,0,1,0,1,0,0
C210,15,Textile,Mid,2236,67058.6,11,6,3,11475.35,172.13,0.854,14.85,Tata Power,1269.13,133.1,927.62,124.59,0.8919,90.25,0,1118.0,0.68,1153.8,461.5,230.8,230.8,0,656.0,32.8,21.62244259247127,8503.14,8012.67,6559.99,23075.8,10.32,0,0,1,0,0,1,1,1,0,0
C294,20,Pharmaceutical,Startup,292,14580.5,24,7,3,797.07,11.96,0.876,16.14,MSEDCL,64.47,118.39,47.12,133.29,0.0453,472.54,0,146.0,22.35,71.8,28.7,14.4,14.4,0,45.6,2.28,21.20509182927487,431.93,548.1,455.56,1435.59,4.92,0,0,1,0,0,0,0,0,0,0
C282,15,Pharmaceutical,Startup,59,798.6,23,7,3,1289.33,19.34,0.955,14.5,Tata Power,111.21,183.19,81.28,390.67,0.0782,105.86,0,29.5,5.68,124.1,49.6,24.8,24.8,0,83.2,4.16,25.657549094008253,745.09,903.95,832.44,2481.49,42.06,0,0,0,0,0,1,0,0,0,0
